id,Item name*,Category,Current stock,Selling price,Sales tax included,Purchase price,Purchase tax included,HSN,GST tax rate (%),MRP
c95b8b53-9764-474e-bd92-cbb95d3d353e,Odonil 75g Set 210.00,,6,200,Without tax,177.54,Without tax,,0,210
00e5bc3d-e2ae-42bb-ae7e-8c2bd1be7fd7,Old Spice Shaving Cream 70g 75.00,,6,72,Without tax,64.94,Without tax,,0,75
4a9da126-f90f-4bbe-977a-05e729e2f1c4,Oral B Kids Brush 20.00,,12,19,With tax,13.82,With tax,,0,20
117ce174-efaf-4d16-86f1-9afe1bd8caed,Oral B Toothbrush 60.00,,12,58,Without tax,42.42,Without tax,,0,60
d0cad360-d957-42f4-956c-e431126c9b08,Oreo Biscuits 10.00,,48,10,Without tax,9.09,Without tax,,0,10
35317212-62c1-4962-a78c-0f9d589f476e,Oreo Biscuits 30.00,,12,29,Without tax,27.27,Without tax,,0,30
5600417f-e046-4a8e-a734-18406c0bf661,Oxylife Bleach 9g 42.00,,6,40,With tax,34.33,With tax,,0,42
3a9ec658-3056-475e-8e22-1d96ae5b488e,Pampers Pants Large 4s 56.00,,6,54,Without tax,47.97,Without tax,,0,56
6257a7d5-e167-48d1-bb9f-8816b86e58db,Pampers Pants Medium 4s 48.00,,6,46,Without tax,41.11,Without tax,,0,48
7c041bfc-3ed1-4dbb-b0bf-962233184ca6,Pampers Pants Medium 99.00,,6,95,Without tax,81.36,Without tax,,0,99
e1852b0b-ae5b-4881-b7cf-c235170d13e8,Pampers Pants XL 2s 34.00,,6,33,Without tax,28.62,Without tax,,0,34
ce8e597e-a6f7-4452-9434-ab5fa97bc03d,Pampers Pants XS 10s 99.00,,6,95,Without tax,81.36,Without tax,,0,99
3cbb405a-dd3b-4252-a215-c082031c7b27,Pampers Pants XS 2s 18.00,,12,17,Without tax,15.15,Without tax,,0,18
308c5a81-4331-451f-8cc2-bd675f995140,Pampers Pants XS 4s 36.00,,6,35,Without tax,30.83,Without tax,,0,36
2c981bf7-b6af-41b3-a3a4-a82e2a07c237,Pampers Regular Large 7s 99.00,,6,95,Without tax,81.78,Without tax,,0,99
fe472ba5-b9d3-4e7d-ac6a-20065d649389,Pampers Regular XL 99.00,,6,95,Without tax,81.78,Without tax,,0,99
42cb4284-df44-4ee9-967e-c1e2a18e8180,Pantene Shampoo 180ml 120.00,,3,115,Without tax,107.17,Without tax,,0,120
a0180226-8052-4bed-83f7-420a435c1444,Pantene Shampoo 2.00,,48,2,Without tax,1.58,Without tax,,0,2
40624684-bc7f-48d0-af13-a9fd87c4e70e,Pantene Shampoo 340ml 225.00,,3,216,Without tax,200.97,Without tax,,0,225
47d1a222-b159-413e-b22c-dab0717e97a9,Paper Coffee Cup 110ml 40.00,,20,40,Without tax,30,Without tax,,0,40
bf323c82-0f41-4519-8142-0bd0a068928a,Paper Coffee Cup 60ml 20.00,,60,20,Without tax,15,Without tax,,0,20
192ad065-aa91-430b-bb7c-3281611490f4,Paper Napkin Double Ply,,12,55,With tax,30,With tax,,0,60
5cae1aae-aad9-437d-ac88-9c759dba4fcb,Paper Napkin Small,,12,15,With tax,8,With tax,,0,30
69cdfab3-6391-4439-9ce7-90a382435a4a,Parachute  1lit.,,3,370,Without tax,359.11,Without tax,,0,380
e90e1daf-2cf2-4030-a568-138416df6d67,Parachute Jasmine 300ml 118.00,,3,114,Without tax,105.11,Without tax,,0,118
b81ae431-450a-464f-bb43-6781df16c36a,Parachute Jasmine Oil 190ml 75.00,,6,72,Without tax,67.8,Without tax,,0,75
c5f0e6f5-a2d8-4978-b466-1b0c9c395228,Parachute Jasmine Oil 45ml,,12,19,Without tax,17.88,Without tax,,0,20
98e1021b-45dc-4c1a-9fee-6913404f1590,Parachute Jasmine Oil 90ml 38.00,,6,36,Without tax,34.61,Without tax,,0,38
bab5c9cc-c9ba-4686-88d8-e296b6b796f1,Parachute Plain 100ml EJ 41.00,,6,40,Without tax,36.52,Without tax,,0,41
3491f357-2e0c-4000-af2c-9ef34591eda2,Parachute Plain 500ml FT 199.00,,3,194,Without tax,183.36,Without tax,,0,199
144c07fe-f806-4dfd-bdbb-91afbe4d7a49,Parachute Plain Oil 175ml EJ 73.00,,6,70,Without tax,66.04,Without tax,,0,73
b23fb674-388e-4eba-8087-d9f89f452832,Parachute Plain Oil EJ 500ml 206.00,,5,198,Without tax,189.84,Without tax,,0,206
aeac2c11-3d02-42be-b808-62205a000a14,Parachute Plain Oil FT 100ml,,8,33,Without tax,30.07,Without tax,,0,34
5a131edc-06dd-413b-a4d3-99274b012db1,Parachute Plain Oil FT 175ml 69.00,,6,66,Without tax,62.41,Without tax,,0,69
e10e51be-00de-4236-b3fc-585555a7f45a,Parachute Plain Oil FT 50ml 20.00,,9,19,Without tax,18.18,Without tax,,0,20
67f9fb3d-ef0b-41d5-9ea2-bbc2170b62c1,Park Avenue After Shave Lotion 50 Ml,,3,120,Without tax,111.37,Without tax,,0,125
9b2b0ff1-dd55-4b11-8d80-13266a7068d9,Park Avenue After Shave Lotion 50 Ml (Spray),,3,130,Without tax,120.82,Without tax,,0,135
eead46d2-be77-4f07-ae1b-cc1a0e082162,Park Avenue After Shave Lotion 50 Ml (Travel),,3,86,Without tax,78.49,Without tax,,0,89
ff3534ad-91a8-4a9a-8aeb-1cc8f9367db2,Park Avenue Deo 199.00,,3,190,Without tax,150.75,Without tax,,0,199
2cb0792e-fcc9-43b8-8661-5c717ec4d930,Park Avenue Pocket Deo 65.00,,6,60,Without tax,39.4,Without tax,,0,65
e737fb14-6d9c-4a75-b55c-6fa02a27edfe,Parle 20-20 Butter 5.00,,12,5,Without tax,4.47,Without tax,,0,5
f229c2a6-c2e8-470c-86b3-c001f5890955,Parle G (5.00),,24,5,With tax,4.54,With tax,,0,5
0273c9a6-254e-4e52-a342-c988affc3a14,Parle G 3.00,,48,3,With tax,2.75,With tax,,0,3
3e44aca5-379e-44d6-96c8-31135ff54366,Parle Hide & Seek Biscuits 120g 30.00,,12,29,Without tax,26.79,Without tax,,0,30
16e1dbfd-a0a5-44e9-a2fe-8d59df4447af,Parle Kaccha Mango Bite (50.00),,10,48,Without tax,43,Without tax,,0,50
c4dd4170-4666-4311-a18e-698d6667a5d3,Parle Kismi Elaichi Bar (2.00),,60,2,Without tax,1.76,Without tax,,0,2
783869fe-b0f1-48a6-b5a3-c055cc96749f,Parle Mango Bite 50.00,,3,48,Without tax,43.48,Without tax,,0,50
d15c89f0-f74a-48f1-9083-bdb241df3a35,Parle Marie 300g 30.00,,12,29,With tax,26.79,With tax,,0,30
8c78f7d8-8af3-4613-8d80-6950914cde5d,Parle Melody Chocolate,,6,48,Without tax,43,Without tax,,0,50
559cb2c2-9407-4d6c-9380-fd6e71d135e8,Parle Melody Jar 800.00,,1,760,Without tax,707.79,Without tax,,0,800
85e12ca4-aaa7-4828-b2cd-cf5573b8bb7a,Parle Monaco 10.00,,12,10,Without tax,9.08,Without tax,,0,10
5a8e6a6f-7d80-424b-af8c-bb4a8d0a2f4d,Parle Monaco 5.00,,24,5,With tax,4.47,With tax,,0,5
ca133d85-abc4-441c-8ae8-7c50004a3f63,Parle Monaco Biscuits 200 Gm,,21,29,Without tax,26.78,Without tax,,0,30
5ad9ef55-404c-42f5-8392-9128656ef1ee,Parle Nimkin 10.00,,12,10,Without tax,9.08,Without tax,,0,10
93bd3015-5f71-442d-bdf0-2c0a63485458,Parle Poppins 50pic,,2,96,Without tax,87.92,Without tax,,0,100
47f34980-0c6f-46a9-a20f-e0dee2b423a7,Parle Top 20.00,,30,19,With tax,17,With tax,,0,20
e8655bc6-3b83-463b-9369-18ee2d2cf256,Parle Top 25.00,,24,24,Without tax,22.33,Without tax,,0,25
1acb08d0-9018-46ae-ac9b-e5ec614a0a71,Parmal Chawal Anapurna 34.00,,50,34,With tax,27.5,With tax,,0,34
e802f6f2-c4f0-480a-84b4-45c8a30783d0,Pasta Loose 50.00,,5,50,With tax,38,With tax,,0,50
04236d40-1d52-408f-a085-a9def2fb28d4,Pasta Masala 5.00,,36,5,With tax,4.5,With tax,,0,5
fb478556-665c-458d-a1cb-fadecb353f96,Patanjali Aloe Vera Gel 150ml 90.00,,6,86,Without tax,75.22,Without tax,,0,90
4f91c61b-c067-4592-bb12-39a4efb0e025,Patanjali Aloe Vera K. Chandan Gel 150ml 110.00,,6,105,Without tax,93.87,Without tax,,0,110
4247dee9-4572-49d7-b9ae-a76259254203,Patanjali Aloe Vera K. Chandan Gel 60ml 55.00,,6,54,Without tax,46.93,Without tax,,0,55
85fd477d-b98f-48ad-bd0c-e2af13cdac95,Patanjali Aloevera Gel 60ml 45.00,,12,44,Without tax,38.39,Without tax,,0,45
142ba036-51f0-4244-afb6-afe4b5737787,Patanjali Apple Vinegar 500ml 130.00,,6,125,With tax,108.34,With tax,,0,130
4e62191f-1ae7-49f2-9a33-8e91b47bb52e,Patanjali Atta 5kg 185.00,,18,185,Without tax,172.89,Without tax,,0,185
9607ec8e-9ef7-4c9c-969a-da2b2fa7f3b0,Patanjali Bath Soap 15.00,,12,15,With tax,13.09,With tax,,0,15
204aae31-5e44-48bb-bbb0-a446af5d730f,Patanjali Chyawanprash 1 Kg,,4,270,Without tax,233.34,Without tax,,0,280
0752e436-aced-46c7-8601-9c79ea7033c9,Patanjali Dish Bar 10.00,,63,10,Without tax,8.49,Without tax,,0,10
31b10c47-62ab-46ad-a3fe-9b2929d66dca,Patanjali Ghee 1 Lit. 565.00,,6,560,Without tax,538.07,Without tax,,0,565
be70cc8b-ffc6-4b0c-9335-c3478a68a264,Patanjali Ghee 200g 125.00,,3,124,With tax,119.06,With tax,,0,125
8eee39ea-a398-4100-846b-83f9f98ee35d,Patanjali Ghee 500ml 295.00,,12,290,Without tax,280.96,Without tax,,0,295
46a97e87-db0c-4ab7-a40b-97b8552301f7,Patanjali Hing 10g 20.00,,12,20,Without tax,17.78,Without tax,,0,20
ec4dd53a-3ebd-451b-9717-a933fc88fd0c,Patanjali Hing 25g 40.00,,6,38,With tax,35.55,With tax,,0,40
a1af3fc3-f705-4eba-b54e-8a62a2f28850,Patanjali Honey 100g 41.00,,6,39,Without tax,34.17,Without tax,,0,41
4ef121e0-1f70-49f3-840e-e99abfb04fba,Patanjali Honey 1kg 315.00,,3,310,Without tax,262.5,Without tax,,0,315
ea9dc150-7bf3-4bef-b083-38edc0471354,Patanjali Honey 250g 85.00,,6,82,Without tax,70.83,Without tax,,0,85
a7a0f7b6-ad1e-4590-9d7d-0e0cec779c1c,Patanjali Honey 500g 165.00,,6,160,Without tax,137.5,Without tax,,0,165
db1adcc7-0c1c-4f41-849e-87093ee1a59f,Patanjali Kesh Kanti Mehandi 100g 35.00,,6,34,With tax,31.11,With tax,,0,35
1b44ba95-850c-4058-9a67-3a8ce4ac2aad,Patanjali Kesh Kanti Shampoo 200ml 110.00,,4,106,With tax,94.85,With tax,,0,110
a97ab385-dd94-4ab6-b09f-6a3c44908a44,Patanjali Kesh Kanti Shampoo 75.00,,6,72,Without tax,64.66,Without tax,,0,75
d84f89f9-8d9d-4bb1-a2c8-40b9d53f3341,Patanjali Kesh Kanti Shampoo 85.00,,6,82,Without tax,73.29,Without tax,,0,85
b0e1d38e-772f-485a-a2ef-668de3dedd5b,Patanjali Kesh Kanti Shampoo 95.00,,6,92,Without tax,81.91,Without tax,,0,95
df47f73b-2bae-4905-811a-bad1158d91e0,Patanjali Madhuram 1kg 65.00,,6,65,With tax,60.75,With tax,,0,65
9110c10d-d075-432c-abc7-6db58dd2df80,Patanjali Mustard Oil 1 Lit. Pouch 160.00,,12,155,Without tax,149.54,Without tax,,0,160
66a96f90-d4bf-46f5-acdd-a3241b5cf375,Patanjali Mustard Oil 5 Lit. 775.00,,2,770,Without tax,738.1,Without tax,,0,775
78458b9f-c160-4848-ae07-034f8fb8bcda,Patanjali Rice Bran 1 Lit. 155.00,,12,150,With tax,144.86,With tax,,0,155
b68c52f9-5c6b-45fd-adc9-72e5e4b14411,Patanjali Saundarya F/W 60g 60.00,,6,58,Without tax,49.06,Without tax,,0,60
8366b7e5-7924-4ea8-a2c6-16a00a158039,Patta Thali 14 Inch 60.00,,80,60,With tax,45,With tax,,0,60
d1d3374a-25b7-44f9-9953-fcf560ed3ae7,Peanut Butter Fun Food 169.00,,6,164,With tax,143.22,With tax,,0,169
644e007e-a03d-4afe-90dd-768e05f8c922,Peanut Butter Fun Food 69.00,,4,66,With tax,58.48,With tax,,0,69
f1684206-5cb0-4518-a209-6c4c0d07cc1a,Pears F/W 150.00,,3,144,With tax,136.36,With tax,,0,150
0ba0001b-56ad-4079-a22e-887d7047d38f,Pears Soap 125g 70.00,,12,68,With tax,63.51,With tax,,0,70
b72be328-f5d3-488f-8f25-014ae8f1b4d9,Pears Soap 39.00,,12,38,Without tax,35.39,Without tax,,0,39
c60e0170-c9a2-4de3-be05-02080130dac1,Pears Soap 41.00,,6,40,Without tax,37.96,Without tax,,0,41
938490f7-c69b-4e18-a61a-d20acc5e8659,Pears Soap 60g 20.00,,12,19,With tax,18.14,With tax,,0,20
ccd7c884-e919-4c39-9bbf-fc0709c595a3,Pears Soap Set 115.00,,6,110,Without tax,106.48,Without tax,,0,115
711f73f7-394a-4daf-b12e-e5907ab2e39e,Pediasure 200g 295.00,,3,285,Without tax,268.44,Without tax,,0,295
f2bcd77b-b536-48f9-8f5d-b24e0fc3d883,Pediasure 400g 545.00,,3,530,With tax,495.95,With tax,,0,545
7ddbc495-fc09-42a6-ba36-5f671d9a8e89,Pepsi 750ml 38.00,,24,38,With tax,29.62,With tax,,0,38
f861b145-89b2-4171-970f-178db9e22bcb,Pepsodent G 140g 98.00,,3,94,With tax,89.09,With tax,,0,98
01d9e1fe-7d53-418c-ba3c-52e96960ff1c,Pepsodent Paste 200g 90.00,,6,86,Without tax,81.81,Without tax,,0,90
0bf2bf3a-3b61-4a79-af28-710c81c79009,Pepsodent Toothpaste 10.00,,12,10,Without tax,8.69,Without tax,,0,10
8d9479ac-d5ef-46bd-8292-a0c1bacdd9e2,Pepsodent Toothpaste 300g 129.00,,3,126,Without tax,117.28,Without tax,,0,129
78978cf7-bb3a-48db-8f56-32d75524b079,Perk Chocolate 10.00,,28,10,With tax,9.09,With tax,,0,10
95db42f3-b30a-4471-b3fc-a8c65a36f88b,Perk Chocolate 5.00,,96,5,With tax,4.5,With tax,,0,5
0d09281f-9f55-4b7c-8114-dd43171cd413,Pet Safa 54.00,,6,52,With tax,46,With tax,,0,54
f4e77463-2cdb-41fb-837d-cfec2199df61,Pet Safa 96.00,,3,92,With tax,84,With tax,,0,96
7cf193e0-4fc0-49c2-98a0-891b8a727eb0,Phenyle Goli 100g 30.00,,50,25,With tax,13,With tax,,0,30
07b82a9c-a9ff-4719-acc6-f89b334c35e8,Phool Jharu 350g (Black),,36,70,With tax,56,With tax,,0,70
28705c0c-9cd4-418a-8f49-1028936139ba,Phool Jharu 450g (Single) 80.00,,36,80,With tax,65,With tax,,0,80
41057499-136f-42f0-9d71-37a882969fc9,Phool Jharu Steel (Green),,25,70,With tax,60,With tax,,0,70
52b11fd2-138f-4dcb-90f4-56a2a76ca8ff,Phophi Papad,,5,48,With tax,36,With tax,,0,48
3503f919-c35f-46da-9ec5-f38d4a53eb06,Pila Ujla Safed Mutter 80.00,,4.5,80,Without tax,64.5,Without tax,,0,80
4261e7b8-51e7-4cfe-982d-e9b213fdead8,Pista Salted 100g 180.00,,10,150,With tax,90,With tax,,0,180
3bf59a1d-004c-4294-b1ec-fe59aded86b2,Pista Salted 250g 400.00,,8,350,Without tax,210,Without tax,,0,400
e6fc435a-7ba1-41d2-a68a-834fb57ed93b,Pitambari 200g 50.00,,25,48,With tax,38,With tax,,0,50
db0dc09d-528e-47e3-a07b-d6caa4220ead,Plastic Ball Clourful (Halka),,36,5,With tax,2.5,With tax,,0,5
6147ca7f-ca93-4dfe-a24e-80e6347f9931,Plastic Ball White (Bhari) 10.00,,30,10,With tax,7.5,With tax,,0,10
5b840286-0ef5-4e98-8266-a8f28735b1b6,Plastic Dust Pan Soup 30.00,,12,30,With tax,18,With tax,,0,30
3c74c66b-f367-44d4-9325-81b4f0dc4e35,Plastic Mug Big 30.00,,12,30,With tax,20,With tax,,0,30
35aae932-e2cb-4caf-aa96-6073023e2e48,Plastic Mug Small 20.00,,12,20,With tax,15,With tax,,0,20
3de265d0-1768-4533-a05c-6eec033a3ede,Plastic Polithine 8×10 18.00,,10,18,With tax,13,With tax,,0,18
b4e7c48d-c149-42a1-a1c4-1215a0e0d2eb,Plastic Polithine 9×13 25.00,,10,25,With tax,17,With tax,,0,25
8df8c760-1429-4ec5-8dd9-b903e80479d0,Plastic Rasshi 8mit. 30.00,,24,30,With tax,18,With tax,,0,30
deae9e7c-c742-42b8-86a3-3a5af206399d,Polo 5.00,,45,5,With tax,4.19,With tax,,0,5
e0cbad90-635d-457f-a8f7-de158fb98950,Ponds Age Miracle Cream 99.00,,3,95,Without tax,82.5,Without tax,,0,99
27792059-bd87-4570-b2d7-e2d3ef951b9b,Ponds BB+Cream 67.00,,5,65,Without tax,58.77,Without tax,,0,67
42133fd3-af60-440f-bdbf-1bb1ddfd4685,Ponds Body Lotion 100ml 80.00,,3,76,Without tax,72.72,Without tax,,0,80
4f78c55d-4195-4c98-8793-c8d7acaf2b6b,Ponds Light Cream 75ml 120.00,,3,114,Without tax,100.37,Without tax,,0,120
4ba1bf09-8163-4e71-8237-4121502c4533,Ponds Powder Blue 20g 10.00,,25,10,With tax,8.63,With tax,,0,10
03e9e3eb-cc19-47f6-9eaa-021cc7de317d,Ponds Powder Blue 400g 330.00,,3,320,With tax,300,With tax,,0,330
03251d5f-38a0-4447-924b-0953c44e379a,Ponds Powder Red 100g,,6,87,Without tax,81.81,Without tax,,0,90
5dd857bb-0dbf-4f9e-8812-12f078e08ca3,Ponds Powder Red 400g 310.00,,3,295,Without tax,279,Without tax,,0,310
e912bdf2-92cc-4ce3-9ba8-9eafb75060cb,Ponds Powder Red 50g 49.00,,6,47,With tax,43.2,With tax,,0,49
fe1e4d68-6772-424f-b133-653aada69c6a,Ponds Super Light Gel 25g 49.00,,6,47,With tax,40.09,With tax,,0,49
9a616452-5485-44fb-8296-4e24a7af45f5,Ponds Super Light Gel 73g 149.00,,3,144,Without tax,121.94,Without tax,,0,149
e0986725-b954-41ac-8db9-2ecd29221546,Ponds White Beauty Cream 23g 70.00,,6,67,Without tax,61.4,Without tax,,0,70
be0ecfc6-2ff0-4a4d-b21c-40bf25638b6c,Ponds powder Red 25g 10.00,,22,10,With tax,8.36,With tax,,0,10
c89feb68-74b7-465a-89d4-99de169f0e38,Popcorn Makai Loose 120.00,,5,120,With tax,84,With tax,,0,120
a67a8b8e-09ec-46d2-b970-598f8d6863c2,Posta Dana 1600.00,,2,1600,With tax,1340,With tax,,0,1600
9ce95693-5533-4246-9bba-4daed5cb1893,Prakash Yeast,,6,38,With tax,28,With tax,,0,40
cbfd0b7c-31cf-4381-a216-3bb8bb7a271b,Pran Litchi Drink 10.00,,72,10,With tax,8.05,With tax,,0,10
516970c5-d6f8-4a83-a254-4ef8825381f2,Premium Room Spray 130.00,,6,120,Without tax,88,Without tax,,0,130
6e9b2802-fd78-4d73-af54-0446bd5c4470,Pril Liquid Dish Wash 225 Ml Pouch,,6,44,Without tax,36.75,Without tax,,0,45
6a9b8746-f290-4b99-a04b-b50eb0de52ef,Pril Liquid Dish Wash 750ml 160.00,,2,154,Without tax,143.7,Without tax,,0,160
c38705bd-86b0-4829-87fc-ed7d2733ca7b,Pril Liquid Diswash 425ml 98.00,,6,95,With tax,83.59,With tax,,0,98
7a0ac9b8-49bb-487c-b755-65d2b16e11be,Pumo Ball 30.00,,24,30,With tax,21,With tax,,0,30
573ccb55-4c3d-4885-b305-639a50e70970,Punchdeep Agarbatti,,36,10,With tax,8.33,With tax,,0,15
7a0d40d7-bd26-4f5a-bd03-5b201b58b01f,Punchforan 100g 28.00,,19,26,With tax,15,With tax,,0,28
2f3a9dc2-ece4-489a-b51d-502e3e651515,Punchmeba 100g 56.00,,10,50,With tax,26,With tax,,0,56
1742bebd-bd28-49fe-8848-be984446eeae,Punchmeba 13.00,,30,10,With tax,7.3,With tax,,0,13
3fc93a86-41f8-4841-9386-f9d48d3fa9d2,Punchmeba 50g 26.00,,20,20,With tax,13,With tax,,0,24
eb5ffa30-5893-483a-be59-b1585df1b7ff,Quaker Oats 1kg 190.00,,6,184,Without tax,152,Without tax,,0,190
311b44ac-1cfe-44b0-b864-5baba1a663a2,Quaker Oats 400g 77.00,,6,74,With tax,61.6,With tax,,0,77
6c5e0577-6bc7-4840-ac57-1bc0c0aac217,Rahar Dal Local 110.00,,10,110,With tax,100.5,With tax,,0,110
1f8bb60b-736f-41e8-b096-84cca204ec3e,Rahar Dal Loose Sona Shree 140.00,,48,140,Without tax,106.5,Without tax,,0,140
88a66ba6-cf4f-449e-9edc-41d777cb1c88,Rahar Dal Tata 1kg 169.00,,12,165,With tax,127,With tax,,0,169
5079eb86-ebad-47a6-a922-4a09f05aa229,Rahar Dal(Tata)1kg,,12,165,With tax,152,With tax,,0,169
3a33252a-f535-4474-89b2-8b55f1e91deb,Raj Ghee 500g Tin 249.00,,3,244,With tax,228,With tax,,0,249
37f52fce-3f14-4aa5-a127-99ab29f8e821,Rajma (Tata) 500g,,12,88,Without tax,71,Without tax,,0,91
91a09f05-b7f1-4247-97ff-851dafabd308,Rajsthani Papad 55.00,,24,50,Without tax,38.6,Without tax,,0,55
276ff7d2-4579-401b-98f8-95fa5af24f75,Ram Dana 200.00,,3,200,With tax,100,With tax,,0,200
a07cea67-1817-4f7c-ab13-30bda71173bd,Ramayan Aagarbati 8.00,,72,5,Without tax,3.83,Without tax,,0,8
9f9dbc78-fd2a-4ca2-9f38-48ea085b5e55,Ranipal 15.00,,6,14,With tax,13,With tax,,0,15
5919a596-3047-4443-95cc-12b99152f023,Rasna 1.00,,60,1,With tax,0.86,With tax,,0,1
4d92702f-ba2b-4e58-b9e1-c59ec4080e46,"Ratan Needle Sui No. 1,2,3,4,5, 3.00",,125,3,With tax,0.48,With tax,,0,3
bd1af6cb-56ef-4fac-90e3-c8b3485ac20c,Real Apple Juice 1 Ltr. 105.00,,7,100,Without tax,84.74,Without tax,,0,105
4ab60202-896d-4801-9657-ffa948ccfc1e,Real MangoJuice 1 Lit. 100.00,,6,95,Without tax,80.7,Without tax,,0,100
05b2583c-c1f1-4b49-bf22-d8a093b7720c,Real Mixed Fruit Juice 1 Lit. 110.00,,6,105,Without tax,88.77,Without tax,,0,110
5391d470-f3c7-4002-bbcb-43053c8af533,Real Mixed Fruit Juice 200ml.,,16,20,Without tax,13.91,Without tax,,0,20
54c4bbde-eed9-448e-a1bd-721b44510c95,Real Mosambi Juice 1 Ltr,,8,105,Without tax,88,Without tax,,0,110
bf75077d-b3b9-4aa5-946b-26518fdad409,Real Orange Juice 1 Lit. 110.00,,7,105,Without tax,88.77,Without tax,,0,110
5c93792c-251f-4e39-b0ee-c54948ef6901,Real Orange Juice 200 Ml,,27,20,Without tax,13.91,Without tax,,0,20
f89054b8-0903-4555-a75e-051aebc3ee89,Real Pineapple Juice 1 Ltr,,6,100,Without tax,84,Without tax,,0,105
64e89571-ab3e-4677-a9ce-1bc4ae6eea52,Real Pomegranate Juice 1 Ltr 115.00,,9,110,Without tax,92.8,Without tax,,0,115
6e4f48d2-c667-4ce8-a848-27cf34c57e14,Red Bull Can 115.00,,24,115,With tax,89.7,With tax,,0,115
5e587954-24c2-43cc-81ca-c69b775dc7ab,Red Label Natural Care 250g 145.00,,4,142,Without tax,135.51,Without tax,,0,145
12bfc236-8ffd-4406-a8e3-77016ca0dd64,Red Label Tea 10.00,,20,10,Without tax,8.69,Without tax,,0,10
ffb8ce81-7d77-4cef-b110-daf44eb5d4de,Red Label Tea 100g 35.00,,12,34,Without tax,31.81,Without tax,,0,35
84db3403-18b3-49f8-9d4f-3e8eb49b2e15,Red Label Tea 250g 90.00,,20,88,Without tax,84.11,Without tax,,0,90
f60767f9-639c-43b4-ae22-5f507df47f32,Retham Agarbatti 55.00,,12,50,Without tax,42,Without tax,,0,55
81e8214d-1876-41ec-8cd2-1e5e81ca7304,Revive Liquid 400ml 99.00,,3,95,Without tax,90,Without tax,,0,99
00ebdfd8-37b6-4311-849e-7ca060fc2721,Revive Powder 50g 17.00,,20,16.5,With tax,15.46,With tax,,0,17
553daf9e-c907-4a16-9e6b-010e4d020111,Rin Ala Fabric Whitener 200ml 29.00,,6,28,Without tax,26.85,Without tax,,0,29
11cfaa4e-dfac-4abd-8137-f66f064bc449,Rin Ala Fabric Whitener 500ml 62.00,,6,60,Without tax,57.4,Without tax,,0,62
2436d7a5-8fd0-4c20-9409-4a61552a3f02,Rin Detergent Bar 140g 10.00,,57,10,Without tax,9.13,Without tax,,0,10
03fc354d-ca1e-4753-95b3-5cbb410f8bc8,Rin Detergent Bar 75g 5.00,,24,5,Without tax,4.6,Without tax,,0,5
c4813ce5-5073-435e-aba6-99b1cf8a9ee3,Rin Detergent Powder 1kg 77.00,,12,75,Without tax,71.29,Without tax,,0,77
9b9eaabf-07d0-4f51-b79b-939e30750e88,Rin Detergent Powder 500g 39.00,,12,38,Without tax,35.37,Without tax,,0,39
1868e20e-4197-40e5-b04d-ce52f3bb153a,Ring Guard 12 Gm,,6,58,Without tax,51.25,Without tax,,0,61.5
f63f896f-3287-4c37-bb86-51309a87cd37,Ritu Gas Lighter 111.00,,6,100,With tax,75,With tax,,0,111
468ab6dd-97c6-4e54-8551-151bf126498b,Roasted Kazoo 100g 145.00,,6,120,With tax,90,With tax,,0,145
fc201836-987f-4588-9da5-5f421cc0b459,Roui Batti,,72,5,Without tax,2.91,Without tax,,0,6
65d465ed-d35f-49a5-a7bd-b785f26c71b3,Roui Batti Gol + Lamba 10.00,,48,10,Without tax,5.83,Without tax,,0,12.5
1b16b7e3-afe4-48c5-843c-b0660951ad8d,Runner Razor Ajanta 92.00,,3,84,With tax,63.11,With tax,,0,92
9a4ee829-fc4d-4389-a754-d327907e3288,Runner Razor Rambo 55.00,,3,50,With tax,37.73,With tax,,0,55
31a84196-15cf-4c2a-a662-d6875f0be91f,Runner Razor Silver 124.00,,3,110,With tax,85.09,With tax,,0,124
4837c2d4-d664-4451-a10c-14e2d78debd4,Sabudana Papad,,60,24,Without tax,13,Without tax,,0,25
afa0c23f-2f80-418a-b703-824c3239dc2c,Sabudana Sacha Moti 500g 77.00,,12,74,With tax,44,With tax,,0,77
d18c46fd-51cd-43c8-b78d-cd9faa4c0642,Sabudana Shacha Moti 200g,,25,34,Without tax,16.8,Without tax,,0,35
4d7fa42b-ef09-4538-873d-6fecbf7d0279,Sabudana Var Laxmi 200g,,26,35,With tax,16.8,With tax,,0,37
a82dbbbe-e938-4e1c-86ef-98b8b044d161,Sabudana Var Laxmi 500g 70.00,,12,67,With tax,43,With tax,,0,70
2b8b83d3-a815-41da-8947-5d71e61e20e6,Safal Agarbatti,,36,10,With tax,7.5,With tax,,0,12
ce3ba8be-f433-400f-92c2-5d900471d7ed,Safe Wash 1 Lit. (1+1) 350.00,,4.5,340,With tax,290,With tax,,0,350
a80ad053-93ef-4b3f-9302-9d446aa45fef,Saffola Gold 1 Ltr Pouch 170.00,,62,165,Without tax,153.42,Without tax,,0,170
c9a25664-2758-42ad-b121-8e703047be52,Saffola Gold 5+1 Ltr Jar 985.00,,4,970,Without tax,933.1,Without tax,,0,985
aa85d9aa-066b-42b9-af81-78e5b3af0e9d,Saffola Masala Oats 500g 190.00,,6,184,Without tax,172,Without tax,,0,190
d0469578-ec87-4347-9413-704b7314d937,Saffola Plain Oats 1kg 199.00,,5,190,With tax,180.91,With tax,,0,199
